HostParty,CDM project reference number,Issuance process ID,Monitoring report started,Monitoring report ended
IN,494,SGS-UKL1181903635.21,2003-01-01,2006-09-30
EC,142,AENOR1179413061.31,2006-04-02,2007-02-28
IN,591,DNV-CUK1174630954.47,2002-08-12,2007-01-24
BR,404,DNV-CUK1179204081.78,2006-01-10,2007-04-30
IN,117,DNV-CUK1177417075.11,2006-01-06,2007-03-31
BR,828,DNV-CUK1179209704.84,2003-01-03,2007-04-30
IN,118,DNV-CUK1177417261.03,2006-01-06,2007-03-31
IN,264,TUEV-SUED1170699346.92,2006-01-01,2006-12-31
CO,455,SGS-UKL1171893518.53,2004-01-01,2006-10-31
IN,273,BVQI1178620861.6,2006-01-04,2007-03-31
IN,677,SGS-UKL1168939172.48,2003-01-09,2006-12-31
IN,678,SGS-UKL1169725963.69,2005-12-15,2006-12-31
IN,350,DNV-CUK1171946691.03,2001-01-08,2005-07-31
IN,325,DNV-CUK1171946912.94,2005-01-04,2006-12-31
IN,1001,DNV-CUK1178715263.84,2001-02-08,2006-03-23
CN,193,SGS-UKL1178637892.29,2007-01-03,2007-04-30
CN,11,SGS-UKL1178288814.16,2007-01-02,2007-03-31
HN,492,TUEV-SUED1177578378.1,2006-02-09,2007-03-31
IN,183,DNV-CUK1173329301.29,2005-01-10,2006-12-31
IN,800,DNV-CUK1177070434.38,2002-01-01,2007-03-31
IN,348,SGS-UKL1176275109.2,2003-01-04,2006-03-31
IN,546,DNV-CUK1164171863.64,2001-02-18,2006-03-31
IN,849,DNV-CUK1178099611.53,2004-06-07,2006-03-31
IN,556,TUEV-SUED1172666053.45,2006-01-04,2007-01-31
MX,163,DNV-CUK1148973503.19,2005-01-10,2006-02-28
MX,150,DNV-CUK1148978606.46,2005-01-10,2006-02-28
CN,176,TUEV-SUED1169475396.4,2005-01-09,2006-12-31
IN,261,DNV-CUK1159447119.54,2004-01-04,2006-07-31
IN,255,SGS-UKL1153477764.66,2000-01-11,2006-03-31
SV,167,SGS-UKL1173257495.53,2006-01-06,2007-01-23
IN,189,SGS-UKL1173087931.05,2006-01-01,2007-01-31
CN,232,SGS-UKL1175764735.04,2007-01-01,2007-03-04
IN,115,SGS-UKL1176880938.99,2007-01-02,2007-03-31
EG,490,DNV-CUK1174483937.8,2006-09-15,2006-12-31
CN,306,SGS-UKL1176448069.12,2007-01-26,2007-03-25
IN,498,DNV-CUK1163599952.32,2002-01-01,2005-12-31
EC,614,DNV-CUK1170497453.49,2004-01-04,2006-12-31
BR,206,SGS-UKL1173699903.73,2006-01-01,2006-12-31
EC,210,SGS-UKL1173719712.76,2005-05-07,2006-12-31
EC,141,AENOR1177330938.32,2006-04-02,2007-02-28
IN,362,DNV-CUK1166704883.66,2004-04-15,2006-11-24
IN,750,DNV-CUK1173169476.9,2002-06-02,2006-03-24
IN,334,SGS-UKL1153820781.0,2005-12-30,2006-06-04
BR,164,TUEV-SUED1168364650.21,2006-01-10,2006-12-31
BR,212,SGS-UKL1171894094.31,2005-01-12,2006-12-31
BR,208,SGS-UKL1171895807.66,2005-01-12,2006-11-30
PH,453,AENOR1166461040.32,2005-01-05,2006-08-31
BR,168,dnv-cuk1169730132.88,2006-01-05,2006-12-31
IN,332,TUEV-SUED1171371376.19,2005-01-10,2006-12-31
KR,99,TUEV-SUED1176184573.88,2007-09-02,2007-03-31
BR,663,SGS-UKL1165585878.91,2003-01-10,2006-11-30
BR,116,TUEV-SUED1176184969.81,2007-12-02,2007-03-31
IN,95,TUEV-SUED1169460330.6,2006-01-01,2006-12-31
GT,172,AENOR1172228520.06,2006-01-01,2006-12-31
IN,821,DNV-CUK1174021240.89,2002-01-04,2006-12-31
IN,1,DNV-CUK1176189409.22,2007-02-13,2007-03-31
IN,721,RWTUV1170092238.05,2004-01-11,2006-12-31
BR,165,TUEV-SUED1170955694.18,2006-09-14,2007-01-31
IN,282,BVQI1161952731.74,2003-01-01,2006-09-30
CN,11,SGS-UKL1170765465.52,2006-01-12,2007-01-31
IN,331,TUEV-SUED1169798078.84,2006-01-04,2006-12-31
BT,62,JACO1167031549.74,2005-08-19,2006-11-30
BR,164,TUEV-SUED1142613724.16,2003-12-23,2006-02-28
MX,163,DNV-CUK1164098568.96,2006-01-03,2006-10-31
MX,150,DNV-CUK1164197013.18,2006-01-03,2006-10-31
IN,686,DNV-CUK1171945096.75,2006-01-01,2006-12-31
IN,559,RWTUV1172653581.25,2002-01-04,2006-09-30
IN,481,RWTUV1172653732.83,2003-02-08,2006-07-31
CN,306,SGS-UKL1170774043.4,2006-12-22,2007-01-25
CN,193,SGS-UKL1172845113.08,2006-12-31,2007-02-28
CL,33,TUEV-SUED1163783875.04,2005-01-05,2006-05-31
IN,479,DNV-CUK1170137398.17,2002-04-20,2006-09-30
MX,257,DNV-CUK1163050300.37,2006-01-05,2006-09-30
MX,204,DNV-CUK1163053597.15,2006-01-04,2006-09-30
MX,162,DNV-CUK1163135170.63,2006-01-03,2006-09-30
MX,225,DNV-CUK1164098380.24,2006-01-04,2006-10-31
MX,324,DNV-CUK1164100887.91,2005-01-11,2006-10-31
CL,32,TUEV-SUED1163782187.4,2005-01-01,2006-05-31
MX,196,DNV-CUK1164095888.97,2006-01-04,2006-10-31
MX,240,DNV-CUK1164099704.58,2006-01-04,2006-10-31
IN,696,TUEV-SUED1167684920.84,2004-01-12,2006-11-30
IN,427,SGS-UKL1169722993.39,2006-01-01,2006-12-31
IN,515,SGS-UKL1170775938.0,2001-01-07,2005-01-31
CL,31,TUEV-SUED1163781673.58,2005-01-05,2006-05-31
IN,727,BVQI1169034931.81,2004-01-10,2006-12-31
BR,519,BVQI1169583820.08,2005-01-03,2006-11-30
BR,411,DNV-CUK1164091901.8,2005-01-05,2006-10-31
MX,105,DNV-CUK1164093870.95,2006-01-06,2006-10-31
BR,336,DNV-CUK1164091663.61,2006-01-06,2006-10-31
IN,109,DNV-CUK1164605048.33,2005-01-01,2005-12-31
MX,649,DNV-CUK1167112718.88,2003-01-04,2006-11-30
IN,267,BVQI1164604810.76,2003-06-16,2006-01-07
BR,335,DNV-CUK1159482841.38,2004-01-09,2006-06-30
BR,336,DNV-CUK1163056984.53,2005-01-03,2006-05-31
BR,335,DNV-CUK1164101728.33,2006-01-07,2006-10-31
MX,104,DNV-CUK1163054072.47,2006-01-02,2006-09-30
IN,745,DNV-CUK1169115851.03,2006-01-01,2006-12-31
BR,417,DNV-CUK1162982433.91,2005-01-10,2006-09-30
BR,409,DNV-CUK1163053201.66,2005-01-09,2006-09-30
BR,422,DNV-CUK1163054882.63,2006-01-04,2006-09-30
BR,365,DNV-CUK1163055453.56,2005-01-10,2006-09-30
BR,418,DNV-CUK1164036939.12,2006-01-03,2006-09-30
BR,412,DNV-CUK1164092099.02,2005-01-05,2006-10-31
BR,419,DNV-CUK1164093242.61,2006-01-04,2006-10-31
IN,115,SGS-UKL1171470163.42,2006-01-10,2007-01-31
BR,108,DNV-CUK1164196787.82,2005-01-11,2006-09-30
IN,456,SGS-UKL1162985998.85,2002-01-04,2006-03-31
IN,1,DNV-CUK1171545363.53,2007-01-01,2007-12-02
BR,27,SGS-UKL1148384992.9,2003-01-01,2005-12-31
BR,116,TUEV-SUED1171386415.0,2007-01-19,2007-11-02
IN,564,BVQI1168253186.97,2004-01-04,2006-10-31
IN,437,SGS-UKL1161177071.7,2002-01-06,2006-09-30
IN,438,SGS-UKL1161954553.42,2000-01-04,2006-03-31
KR,99,TUEV-SUED1171385878.14,2007-01-16,2007-08-02
BR,543,BVQI1169582991.21,2006-01-06,2006-11-30
BR,520,BVQI1169583373.03,2006-01-06,2006-11-30
BR,477,BVQI1169817275.31,2006-01-07,2006-11-30
IN,340,SGS-UKL1163499051.2,2004-02-17,2006-05-14
CL,24,SGS-UKL1163522093.08,2004-01-01,2005-12-31
PG,279,SGS-UKL1170430186.88,2006-05-06,2006-09-30
NI,198,TUEV-SUED1168435022.67,2006-01-07,2006-12-31
BR,116,TUEV-SUED1169456797.5,2006-11-19,2007-01-18
IN,361,TUEV-SUED1157633489.27,2003-01-04,2006-03-31
NI,191,DNV-CUK1160650214.98,2002-01-03,2006-04-30
KR,3,DNV-CUK1169474634.88,2006-01-10,2006-12-31
KR,99,TUEV-SUED1169011415.92,2006-11-20,2007-01-15
MX,151,TUEV-SUED1168363870.24,2006-01-10,2006-12-30
PE,88,DNV-CUK1162019356.38,2004-01-08,2006-05-31
IN,298,DNV-CUK1154523205.05,2001-01-08,2006-06-30
IN,127,SGS-UKL1163079798.77,2005-01-10,2006-09-30
IN,315,BVQI1162188625.77,2004-03-22,2006-03-31
IN,534,BVQI1162209624.68,2003-07-07,2006-03-31
IN,1,DNV-CUK1169108997.58,2006-04-12,2006-12-31
CL,259,SGS-UKL1161004448.55,2003-01-05,2006-09-30
CL,258,SGS-UKL1161008298.51,2005-01-01,2006-09-30
MX,120,DNV-CUK1164094226.72,2006-01-06,2006-10-31
MX,161,DNV-CUK1164096494.36,2006-01-06,2006-10-31
IN,471,SGS-UKL1164037042.56,2002-03-31,2005-12-31
PE,86,DNV-CUK1160655471.04,2004-01-04,2006-03-31
CN,193,SGS-UKL1168009746.69,2006-03-10,2006-12-30
IN,370,SGS-UKL1163586576.74,2003-01-01,2006-08-31
IN,528,SGS-UKL1162557383.64,2005-01-09,2006-08-31
CN,599,SGS-UKL1165935897.9,2006-01-01,2006-11-30
MX,120,DNV-CUK1154682282.4,2006-01-02,2006-05-31
IN,117,DNV-CUK1152182840.56,2005-10-12,2006-05-31
BR,143,DNV-CUK1163501305.47,2004-01-01,2006-09-30
BR,337,DNV-CUK1164092788.95,2006-01-06,2006-10-31
MX,105,DNV-CUK1154681920.93,2006-01-01,2006-05-31
MX,161,DNV-CUK1154682179.38,2006-01-03,2006-05-31
BR,364,DNV-CUK1154682447.07,2005-01-03,2006-05-31
BR,337,DNV-CUK1154682608.88,2005-01-08,2006-05-31
IN,391,DNV-CUK1156508853.28,2003-02-16,2006-03-31
IN,390,DNV-CUK1156509188.38,2003-03-24,2006-03-31
BR,364,DNV-CUK1164091091.82,2006-01-06,2006-10-31
BR,480,RWTUV1161871880.96,2005-09-16,2006-09-30
IN,476,RWTUV1161875037.39,2002-02-02,2006-03-24
KR,3,DNV-CUK1152608063.03,2006-01-04,2006-06-30
IN,1,DNV-CUK1165298483.76,2006-01-11,2006-03-12
BR,228,DNV-CUK1155573002.77,2002-01-02,2006-03-31
BR,114,DNV-CUK1164006288.16,2005-01-01,2006-08-31
BR,190,DNV-CUK1150989041.55,2001-05-20,2005-12-31
IN,374,DNV-CUK1153485604.28,2002-07-23,2006-06-24
BR,404,DNV-CUK1162793395.97,2006-01-06,2006-09-30
BR,190,DNV-CUK1165771391.82,2006-01-01,2006-06-30
MX,425,TUEV-SUED1163405910.56,2006-07-15,2006-10-17
IN,183,DNV-CUK1144238285.09,2000-01-08,2005-09-30
LK,85,DNV-CUK1149687085.94,2003-01-01,2005-12-31
BR,215,TUEV-SUED1145959408.07,2003-10-07,2005-12-31
BR,519,BVQI1165505815.55,2003-01-06,2005-02-28
IN,274,SGS-UKL1159523280.96,2002-01-01,2006-03-31
CN,537,SGS-UKL1161596086.98,2003-01-07,2006-09-26
CN,539,SGS-UKL1161596327.75,2003-01-07,2006-09-26
IN,253,SGS-UKL1162389520.15,2005-12-25,2006-09-24
BR,164,TUEV-SUED1159958029.73,2006-01-03,2006-09-30
IN,524,BVQI1160218170.86,2002-01-07,2006-09-30
MY,247,SGS-UKL1153472604.58,2000-01-05,2005-12-31
CN,71,TUEV-SUED1162316926.47,2006-05-30,2006-10-19
IN,389,SGS-UKL1158068901.6,2005-01-01,2006-08-31
IN,427,SGS-UKL1162209943.71,2005-11-02,2005-12-31
IN,75,SGS-UKL1162389962.27,2005-09-24,2006-09-23
KR,3,DNV-CUK1161529560.51,2006-01-07,2006-09-30
IN,339,SGS-UKL1156339511.39,2005-01-04,2006-03-31
CN,316,SGS-UKL1161082207.63,2005-01-06,2006-09-30
CN,398,SGS-UKL1161082397.41,2004-01-07,2006-09-30
MX,151,TUEV-SUED1160570769.25,2006-08-31,2006-09-30
IN,430,BVQI1160634859.01,2001-07-27,2006-08-30
IN,244,BVQI1161262831.43,2005-01-09,2006-08-31
KR,99,TUEV-SUED1164116590.73,2006-10-23,2006-11-19
CN,233,TUEV-SUED1158579525.87,2006-01-01,2006-08-31
IN,1,DNV-CUK1162461435.08,2006-11-09,2006-10-31
AR,72,SGS-UKL1152113482.18,2004-01-01,2006-05-31
AR,72,SGS-UKL1162476607.02,2006-01-06,2006-10-10
BR,543,BVQI1159292265.06,2001-09-04,2006-05-31
BR,520,BVQI1159875394.22,2004-01-01,2006-05-31
IN,281,TUEV-SUED1155129727.33,2001-08-15,2006-07-23
KR,99,TUEV-SUED1161773321.47,2006-01-09,2006-10-22
BR,216,BVQI1159290886.25,2003-10-05,2006-06-30
JM,239,SGS-UKL1159977686.27,2004-04-29,2006-04-28
CN,193,SGS-UKL1160397981.09,2006-01-08,2006-02-10
IN,309,SGS-UKL1152000801.34,2005-03-30,2006-01-04
MX,151,TUEV-SUED1157984301.7,2006-06-14,2006-08-30
BR,477,BVQI1159291842.85,2003-11-28,2006-06-30
IN,103,DNV-CUK1156243011.36,2005-01-01,2005-12-31
IN,276,BVQI1157975271.68,2002-03-06,2006-06-30
IN,310,BVQI1157974566.39,2004-01-07,2006-06-30
IN,115,SGS-UKL1160570498.86,2006-01-07,2006-09-30
BR,43,BVQI1151670553.26,2002-12-07,2005-12-31
BR,200,BVQI1159290547.48,2003-07-05,2006-06-30
NI,198,TUEV-SUED1154001397.11,2005-01-06,2006-06-30
IN,118,DNV-CUK1152183208.04,2005-10-12,2006-05-31
BR,178,DNV-CUK1150989363.54,2003-07-04,2005-12-31
BR,199,DNV-CUK1150992653.89,2001-09-06,2005-12-31
BR,178,DNV-CUK1159271053.22,2006-01-01,2006-06-30
BR,199,DNV-CUK1159271504.87,2006-01-01,2006-06-30
BR,213,SGS-UKL1151600167.11,2002-09-18,2005-11-30
MY,249,DNV-CUK1150892150.85,2005-01-02,2006-04-30
IN,1,DNV-CUK1158042011.19,2006-01-08,2006-10-09
IN,341,SGS-UKL1147078068.58,2003-01-04,2006-03-31
IN,75,SGS-UKL1148984512.49,2004-02-21,2005-09-23
IN,237,BVQI1155711720.9,2004-09-30,2006-05-06
CN,388,SGS-UKL1157452698.96,2006-01-01,2006-07-27
BR,202,BVQI1151672833.74,2001-06-15,2005-12-31
BR,268,DNV-CUK1154125336.66,2004-01-11,2006-05-31
IN,87,TUEV-SUED1148485957.58,2003-06-24,2006-04-30
BR,486,SGS-UKL1156773634.64,2004-01-02,2006-06-30
BR,168,DNV-CUK1151416751.68,2002-01-11,2006-04-30
BR,207,SGS-UKL1151505743.41,2004-04-05,2005-12-31
BR,485,SGS-UKL1156773832.03,2001-05-09,2006-02-28
BR,211,BVQI1150208238.28,2001-01-09,2006-05-31
IN,243,BVQI1155533545.65,2001-01-08,2006-01-05
IN,1,DNV-CUK1154494578.76,2006-01-05,2006-07-31
BR,205,SGS-UKL1153205069.11,2002-11-06,2006-06-30
IN,58,TUEV-SUED1149608311.03,2005-01-07,2006-05-31
BR,229,BVQI1150286239.07,2004-01-01,2006-03-31
BR,209,BVQI1154632035.15,2003-01-05,2006-05-31
BR,206,SGS-UKL1148541378.11,2002-06-15,2005-12-31
IN,312,TUEV-SUED1148647047.25,2003-10-20,2006-04-30
HN,28,DNV-CUK1151324791.21,2005-01-01,2006-02-01
HN,156,DNV-CUK1151325047.34,2005-01-12,2005-12-31
HN,157,DNV-CUK1151325613.22,2005-01-09,2005-12-31
BR,180,SGS-UKL1147431811.0,2003-01-07,2005-12-31
IN,394,TUEV-SUED1152892102.63,2005-01-01,2006-03-31
IN,277,BVQI1155480763.93,2004-11-03,2006-04-30
BR,404,DNV-CUK1153221276.57,2004-01-10,2006-05-31
IN,112,RWTUV1143456833.79,2004-01-07,2006-02-28
IN,115,SGS-UKL1153820315.12,2006-01-05,2006-06-30
BR,201,BVQI1148919872.76,2002-06-21,2005-12-31
IN,253,SGS-UKL1148473009.73,2002-09-18,2005-12-24
BR,179,DNV-CUK1147306131.12,2001-05-20,2005-12-31
LK,100,DNV-CUK1149687194.83,2004-01-06,2005-12-31
BR,65,SGS-UKL1147076843.11,2002-11-06,2005-11-30
BR,181,SGS-UKL1147431363.36,2002-06-05,2005-12-31
IN,264,TUEV-SUED1145452210.91,2002-01-09,2005-12-31
IN,80,BVQI1138081650.51,2003-09-15,2004-03-19
BR,242,BVQI1148319945.58,2003-01-27,2006-03-31
IN,273,BVQI1151059262.72,2002-01-04,2006-03-31
BR,212,SGS-UKL1145001959.8,2003-07-05,2005-11-30
BR,187,BVQI1143050140.8,2001-04-23,2005-10-30
BR,231,SGS-UKL1144067926.41,2001-01-07,2005-12-31
BR,208,SGS-UKL1145001669.05,2002-05-05,2005-11-30
IN,115,SGS-UKL1149845640.88,2006-01-03,2006-04-30
CN,71,TUEV-SUED1150104484.24,2005-01-05,2006-05-29
GT,174,AENOR1148291583.62,2002-06-29,2005-12-31
IN,95,TUEV-SUED1149084673.58,2004-01-10,2005-12-31
BR,203,DNV-CUK1145963518.93,2002-01-07,2005-12-31
GT,172,AENOR1138895469.59,2002-06-29,2005-12-31
IN,331,TUEV-SUED1147174202.28,2005-01-05,2006-03-31
IN,1,DNV-CUK1147071891.27,2006-03-03,2006-04-30
IN,327,TUEV-SUED1146578697.32,2004-11-20,2006-03-31
IN,328,TUEV-SUED1146579021.32,2003-04-26,2006-03-31
IN,329,TUEV-SUED1146579111.6,2004-01-07,2006-03-31
MX,104,DNV-CUK1144240290.51,2005-01-06,2006-01-31
MX,120,DNV-CUK1144660222.8,2005-01-09,2006-01-31
IN,195,TUEV-SUED1139231079.9,2001-01-12,2005-12-31
CL,31,TUEV-SUED1141919141.87,2002-01-05,2005-04-30
CL,33,TUEV-SUED1141919336.22,2003-01-01,2005-04-30
IN,115,SGS-UKL1138180740.41,2005-01-10,2005-10-31
IN,115,SGS-UKL1143704107.3,2006-01-01,2006-02-28
IN,189,SGS-UKL1144657447.12,2004-01-01,2005-12-31
KR,3,DNV-CUK1145346056.62,2006-01-01,2006-03-31
IN,124,SGS-UKL1141996840.95,2003-01-08,2005-12-31
IN,1,DNV-CUK1142506026.01,2005-01-10,2006-02-03
BR,108,DNV-CUK1134509320.16,2004-01-07,2005-10-31
MX,105,DNV-CUK1139521454.9,2005-01-06,2005-12-31
CL,32,TUEV-SUED1129127845.1,2001-01-01,2004-12-31
IN,123,DNV-CUK1139937545.7,2003-01-08,2005-12-31
KR,3,DNV-CUK1140163990.77,2005-01-11,2005-12-31
IN,115,SGS-UKL1138274135.58,2005-01-11,2005-12-31
KR,3,DNV-CUK1119395144.97,2003-01-01,2005-03-31
KR,3,DNV-CUK1133218557.74,2005-01-04,2005-10-31
IN,115,SGS-UKL1135865642.06,2004-01-07,2005-09-30
BR,52,SGS-UKL1124438867.71,2004-01-01,2004-12-31
IN,58,TUEV-SUED1122275513.39,2003-01-08,2005-06-30
HN,28,DNV-CUK1125047164.62,2004-01-08,2004-12-31
HN,9,DNV-CUK1128403314.35,2003-01-06,2005-05-31
IN,1,COMBINEDCANCELLED-1,,2023-08-31
BR,8,COMBINEDCANCELLED-8,,2022-04-07
CN,11,COMBINEDCANCELLED-11,,2013-10-01
CL,33,COMBINEDCANCELLED-33,,2023-03-31
BR,52,COMBINEDCANCELLED-52,,2023-08-25
GT,73,COMBINEDCANCELLED-73,,2022-09-28
LK,85,COMBINEDCANCELLED-85,,2019-05-09
PE,86,COMBINEDCANCELLED-86,,2020-02-07
KR,99,COMBINEDCANCELLED-99,,2016-06-24
MX,107,COMBINEDCANCELLED-107,,2023-05-12
IN,115,COMBINEDCANCELLED-115,,2022-04-26
BR,116,COMBINEDCANCELLED-116,,2016-12-15
CO,122,COMBINEDCANCELLED-122,,2019-02-11
NP,136,COMBINEDCANCELLED-136,,2018-01-12
NP,139,COMBINEDCANCELLED-139,,2018-01-12
BR,143,COMBINEDCANCELLED-143,,2014-10-31
MD,159,COMBINEDCANCELLED-159,,2018-03-27
MD,160,COMBINEDCANCELLED-160,,2018-03-27
BR,164,COMBINEDCANCELLED-164,,2023-06-20
BR,165,COMBINEDCANCELLED-165,,2023-07-12
BR,171,COMBINEDCANCELLED-171,,2023-05-17
MD,173,COMBINEDCANCELLED-173,,2018-03-27
CN,176,COMBINEDCANCELLED-176,,2021-12-14
IN,186,COMBINEDCANCELLED-186,,2019-02-28
NI,191,COMBINEDCANCELLED-191,,2015-11-17
CN,193,COMBINEDCANCELLED-193,,2023-06-09
CO,194,COMBINEDCANCELLED-194,,2020-06-04
NI,198,COMBINEDCANCELLED-198,,2022-12-21
BR,209,COMBINEDCANCELLED-209,,2016-12-08
KR,222,COMBINEDCANCELLED-222,,2023-05-18
BR,229,COMBINEDCANCELLED-229,,2023-03-06
CN,233,COMBINEDCANCELLED-233,,2016-09-06
JM,239,COMBINEDCANCELLED-239,,2022-12-12
BR,242,COMBINEDCANCELLED-242,,2021-10-08
IN,243,COMBINEDCANCELLED-243,,2019-07-02
IN,244,COMBINEDCANCELLED-244,,2021-10-05
CR,251,COMBINEDCANCELLED-251,,2019-10-02
CL,258,COMBINEDCANCELLED-258,,2023-04-25
CL,259,COMBINEDCANCELLED-259,,2021-08-03
IN,264,COMBINEDCANCELLED-264,,2020-08-19
IN,267,COMBINEDCANCELLED-267,,2023-08-22
BR,268,COMBINEDCANCELLED-268,,2023-06-06
CO,275,COMBINEDCANCELLED-275,,2018-12-13
SV,297,COMBINEDCANCELLED-297,,2023-08-31
CN,306,COMBINEDCANCELLED-306,,2013-10-01
IN,310,COMBINEDCANCELLED-310,,2020-03-18
IN,312,COMBINEDCANCELLED-312,,2022-10-04
IN,315,COMBINEDCANCELLED-315,,2022-02-08
IN,327,COMBINEDCANCELLED-327,,2021-11-02
IN,328,COMBINEDCANCELLED-328,,2023-04-26
IN,329,COMBINEDCANCELLED-329,,2023-06-05
IN,331,COMBINEDCANCELLED-331,,2019-03-12
CL,346,COMBINEDCANCELLED-346,,2023-03-21
IN,347,COMBINEDCANCELLED-347,,2016-03-22
KR,349,COMBINEDCANCELLED-349,,2021-07-26
IN,362,COMBINEDCANCELLED-362,,2017-10-16
KH,363,COMBINEDCANCELLED-363,,2022-12-16
IN,370,COMBINEDCANCELLED-370,,2021-12-07
BR,373,COMBINEDCANCELLED-373,,2023-08-22
IN,376,COMBINEDCANCELLED-376,,2023-06-27
IN,390,COMBINEDCANCELLED-390,,2016-03-22
IN,391,COMBINEDCANCELLED-391,,2016-03-22
BR,404,COMBINEDCANCELLED-404,,2020-11-16
IN,427,COMBINEDCANCELLED-427,,2023-05-12
IN,430,COMBINEDCANCELLED-430,,2021-03-16
IN,432,COMBINEDCANCELLED-432,,2018-10-01
PH,453,COMBINEDCANCELLED-453,,2017-08-23
IN,456,COMBINEDCANCELLED-456,,2016-09-19
IN,476,COMBINEDCANCELLED-476,,2023-06-26
BR,480,COMBINEDCANCELLED-480,,2023-01-18
BR,489,COMBINEDCANCELLED-489,,2015-04-07
EG,490,COMBINEDCANCELLED-490,,2021-10-19
CN,491,COMBINEDCANCELLED-491,,2021-04-06
ID,493,COMBINEDCANCELLED-493,,2013-08-28
IN,499,COMBINEDCANCELLED-499,,2022-06-24
ID,526,COMBINEDCANCELLED-526,,2017-08-23
BR,530,COMBINEDCANCELLED-530,,2018-04-20
ZA,545,COMBINEDCANCELLED-545,,2021-11-30
CN,547,COMBINEDCANCELLED-547,,2019-12-04
PK,557,COMBINEDCANCELLED-557,,2023-08-30
IN,571,COMBINEDCANCELLED-571,,2022-06-10
KR,584,COMBINEDCANCELLED-584,,2017-10-30
GT,604,COMBINEDCANCELLED-604,,2023-08-24
GT,606,COMBINEDCANCELLED-606,,2021-02-03
BR,648,COMBINEDCANCELLED-648,,2022-04-20
NI,675,COMBINEDCANCELLED-675,,2023-04-27
BR,693,COMBINEDCANCELLED-693,,2018-12-19
IN,697,COMBINEDCANCELLED-697,,2021-12-01
IN,707,COMBINEDCANCELLED-707,,2018-03-27
PE,708,COMBINEDCANCELLED-708,,2019-09-11
CO,735,COMBINEDCANCELLED-735,,2019-09-19
IN,743,COMBINEDCANCELLED-743,,2017-06-08
IN,750,COMBINEDCANCELLED-750,,2022-01-31
ZA,752,COMBINEDCANCELLED-752,,2020-11-23
KR,765,COMBINEDCANCELLED-765,,2021-04-15
BR,773,COMBINEDCANCELLED-773,,2020-06-08
UG,775,COMBINEDCANCELLED-775,,2020-06-04
IN,776,COMBINEDCANCELLED-776,,2018-08-31
KR,784,COMBINEDCANCELLED-784,,2019-08-21
KR,788,COMBINEDCANCELLED-788,,2015-12-29
ZA,795,COMBINEDCANCELLED-795,,2017-01-19
KR,801,COMBINEDCANCELLED-801,,2017-10-30
IN,806,COMBINEDCANCELLED-806,,2021-12-14
BR,809,COMBINEDCANCELLED-809,,2019-02-08
IN,810,COMBINEDCANCELLED-810,,2023-04-13
IN,814,COMBINEDCANCELLED-814,,2017-03-22
CL,822,COMBINEDCANCELLED-822,,2021-04-16
BR,831,COMBINEDCANCELLED-831,,2018-10-23
KR,835,COMBINEDCANCELLED-835,,2019-07-03
IN,836,COMBINEDCANCELLED-836,,2020-06-15
MX,846,COMBINEDCANCELLED-846,,2020-06-23
IN,847,COMBINEDCANCELLED-847,,2017-03-22
KR,851,COMBINEDCANCELLED-851,,2022-12-05
BR,888,COMBINEDCANCELLED-888,,2014-11-17
CN,904,COMBINEDCANCELLED-904,,2017-06-27
BR,911,COMBINEDCANCELLED-911,,2014-10-21
CU,918,COMBINEDCANCELLED-918,,2014-02-04
IN,921,COMBINEDCANCELLED-921,,2016-03-21
KR,922,COMBINEDCANCELLED-922,,2022-01-19
IN,923,COMBINEDCANCELLED-923,,2023-08-23
ZA,925,COMBINEDCANCELLED-925,,2021-04-21
IN,935,COMBINEDCANCELLED-935,,2020-11-11
KR,941,COMBINEDCANCELLED-941,,2022-11-16
AR,950,COMBINEDCANCELLED-950,,2022-07-19
ZA,961,COMBINEDCANCELLED-961,,2022-01-18
BR,968,COMBINEDCANCELLED-968,,2023-08-17
IN,986,COMBINEDCANCELLED-986,,2019-06-06
KR,1000,COMBINEDCANCELLED-1000,,2016-10-11
BR,1011,COMBINEDCANCELLED-1011,,2013-06-11
TH,1026,COMBINEDCANCELLED-1026,,2021-09-27
ZA,1027,COMBINEDCANCELLED-1027,,2022-03-02
CL,1052,COMBINEDCANCELLED-1052,,2021-02-03
IN,1115,COMBINEDCANCELLED-1115,,2021-10-01
MX,1123,COMBINEDCANCELLED-1123,,2022-01-06
BR,1134,COMBINEDCANCELLED-1134,,2023-08-24
IN,1139,COMBINEDCANCELLED-1139,,2021-07-01
IN,1140,COMBINEDCANCELLED-1140,,2023-03-14
ID,1144,COMBINEDCANCELLED-1144,,2013-02-08
IN,1145,COMBINEDCANCELLED-1145,,2021-07-26
IN,1151,COMBINEDCANCELLED-1151,,2022-03-28
IN,1166,COMBINEDCANCELLED-1166,,2020-11-26
IN,1167,COMBINEDCANCELLED-1167,,2022-02-16
IN,1168,COMBINEDCANCELLED-1168,,2023-08-02
ZA,1171,COMBINEDCANCELLED-1171,,2020-10-09
IN,1203,COMBINEDCANCELLED-1203,,2017-05-16
CL,1229,COMBINEDCANCELLED-1229,,2022-06-21
BR,1232,COMBINEDCANCELLED-1232,,2016-03-30
BR,1247,COMBINEDCANCELLED-1247,,2021-11-11
IN,1253,COMBINEDCANCELLED-1253,,2021-08-23
IN,1254,COMBINEDCANCELLED-1254,,2023-03-28
IN,1259,COMBINEDCANCELLED-1259,,2023-08-11
CL,1265,COMBINEDCANCELLED-1265,,2021-08-20
